,matchId,contestantId,timeMin,timeMinSec,type,scorerId
125,bevmy56p5istuapyutredlrai,9dqkgu00tn42928lrrxlis95a,22,21:04,G,3kgj8qv3krm0g4u8eidfdw0r9
126,bevmy56p5istuapyutredlrai,9dqkgu00tn42928lrrxlis95a,78,77:05,G,cjmai4tgydff5g6ykyrclt8et
127,bevmy56p5istuapyutredlrai,1zsb1ovzidi8rft1vzw4me71m,82,81:46,G,9ynfb3x8vdydd82128cppk8gl
128,bevmy56p5istuapyutredlrai,1zsb1ovzidi8rft1vzw4me71m,92,91:11,G,e9ku3q311eg5t8lrxfcof65m1
129,2lqt518z1rawccx8zc9dof5lg,9dqkgu00tn42928lrrxlis95a,22,21:04,G,3kgj8qv3krm0g4u8eidfdw0r9
130,2lqt518z1rawccx8zc9dof5lg,1f72vqlndphmzn45x0nhdqk3e,24,23:59,G,2ddf8xxnqz6tehsqw5cg5x0b9
131,e8ew00ocdykl8753d7aqzq0yy,4wb893al733feakm9teqqqnlg,54,53:50,PG,4amvjmzixl30pg91ep6b9xhx
132,9pcxu7kk2foxef6vi5x4vmr8q,1iy5a1mzucfenathcnlhmp95a,47,46:49,G,65udjcug6sgbcb0wtuvbixu51
133,9pcxu7kk2foxef6vi5x4vmr8q,1iy5a1mzucfenathcnlhmp95a,88,87:53,G,6ft1b49m92zwa7y7yqqprm5lh
134,24j1k31dhx7s0xvm9n7r5dysq,bd1veyn5g4r8zbaquf8b8pksp,28,27:06,PG,egdpq1pva7hl7w0yfnwj469cl
135,24j1k31dhx7s0xvm9n7r5dysq,bd1veyn5g4r8zbaquf8b8pksp,41,40:03,PG,5ubpbn6j49ob3rmfq4ac356tx
136,24j1k31dhx7s0xvm9n7r5dysq,7gkwmrw0cjz0m168ouw00z4gy,56,55:11,PG,7qinj1hp24xlzrp40lji1r3rp
137,24j1k31dhx7s0xvm9n7r5dysq,bd1veyn5g4r8zbaquf8b8pksp,91,90:56,PG,5ubpbn6j49ob3rmfq4ac356tx
138,24j1k31dhx7s0xvm9n7r5dysq,7gkwmrw0cjz0m168ouw00z4gy,96,95:14,G,7qinj1hp24xlzrp40lji1r3rp
139,60r1qnh6c0ae22xy0t2ke3wno,bd1veyn5g4r8zbaquf8b8pksp,18,17:35,G,egdpq1pva7hl7w0yfnwj469cl
140,60r1qnh6c0ae22xy0t2ke3wno,bd1veyn5g4r8zbaquf8b8pksp,86,85:10,G,ch24btk29fxkdm14rzea7igdm
141,bdzbmw68serf08gtxy2ua68h6,eizgmllil1zrzpk6zbue0hl7m,17,16:58,G,888s3939roy7s3aq01ehh5vpx
142,bdzbmw68serf08gtxy2ua68h6,1f72vqlndphmzn45x0nhdqk3e,59,58:15,G,c3uuj40k4cyrz6elrli1ssgyd
