,matchId,contestantId,playerId,matchName,shirtNumber,position,positionSide,formationPlace
1852,e3ew48s2n2ww8nudmdml1rwiy,1zsb1ovzidi8rft1vzw4me71m,b1717ufyw8ruaiv0mn7xxaort,C. Fuentes,1,Substitute,,
1853,e3ew48s2n2ww8nudmdml1rwiy,1zsb1ovzidi8rft1vzw4me71m,75ruwycujym69qckbyz2rrqax,W. Gama,13,Substitute,,
1854,e3ew48s2n2ww8nudmdml1rwiy,1zsb1ovzidi8rft1vzw4me71m,d62294a090thni11o2j4ni86h,E. García,17,Substitute,,
1855,e3ew48s2n2ww8nudmdml1rwiy,1zsb1ovzidi8rft1vzw4me71m,5bsb8lbo96gc6rjy7hdh3t4dm,A. Herrera,31,Substitute,,
1856,e3ew48s2n2ww8nudmdml1rwiy,1zsb1ovzidi8rft1vzw4me71m,43uzvu32vwqn6it0vik43aiuh,G. Rojas,6,Substitute,,
1857,e3ew48s2n2ww8nudmdml1rwiy,1zsb1ovzidi8rft1vzw4me71m,9w3qxn0f749m7s464syh478x5,A. Valencia,16,Substitute,,
1858,e3ew48s2n2ww8nudmdml1rwiy,1zsb1ovzidi8rft1vzw4me71m,ey7ga6txrm5fdpg5g6iv17y8k,C. Vega,30,Substitute,,
1859,e3ew48s2n2ww8nudmdml1rwiy,cpqaizhc99tbsqm6h2cgampio,ba16wtzl7nbgtq9jl2it5suz9,G. Castellón,25,Goalkeeper,Centre,1
1860,e3ew48s2n2ww8nudmdml1rwiy,cpqaizhc99tbsqm6h2cgampio,dcfejgf51n1fxxds752s9koa1,I. Tapia,3,Defender,Left/Centre,4
1861,e3ew48s2n2ww8nudmdml1rwiy,cpqaizhc99tbsqm6h2cgampio,27mefql6p5otjduigrc51zwlx,D. Oyarzún,20,Defender,Centre,5
1862,e3ew48s2n2ww8nudmdml1rwiy,cpqaizhc99tbsqm6h2cgampio,8ergr8nv2ljechtzrtcv6d0b9,N. Ramírez,5,Defender,Centre/Right,6
1863,e3ew48s2n2ww8nudmdml1rwiy,cpqaizhc99tbsqm6h2cgampio,d1pyzg0b7m97u6ng10ka998lx,C. Cuevas,15,Wing Back,Left,3
1864,e3ew48s2n2ww8nudmdml1rwiy,cpqaizhc99tbsqm6h2cgampio,brygiblt5qpvwqyxp8plebc9h,J. Córdova,11,Wing Back,Right,2
1865,e3ew48s2n2ww8nudmdml1rwiy,cpqaizhc99tbsqm6h2cgampio,6eqxtayx7vsjujc8viicz987p,C. Valenzuela,8,Midfielder,Left/Centre,11
1866,e3ew48s2n2ww8nudmdml1rwiy,cpqaizhc99tbsqm6h2cgampio,72s5nyjuxb6ydlq4kdybz3get,C. Sepúlveda,6,Midfielder,Centre,8
1867,e3ew48s2n2ww8nudmdml1rwiy,cpqaizhc99tbsqm6h2cgampio,9l8hpz13d78bw7b77iclsnahh,I. Poblete,16,Midfielder,Centre/Right,7
1868,e3ew48s2n2ww8nudmdml1rwiy,cpqaizhc99tbsqm6h2cgampio,6ovbzzxyqz4b17scxmkisnvth,J. Escobar,7,Striker,Left/Centre,9
1869,e3ew48s2n2ww8nudmdml1rwiy,cpqaizhc99tbsqm6h2cgampio,748h26tk6u48g3iwpcwjsbe8l,C. Martínez,23,Striker,Centre/Right,10
1870,e3ew48s2n2ww8nudmdml1rwiy,cpqaizhc99tbsqm6h2cgampio,18ajcxwux2fx6dt7kzs6ehm95,J. Altamirano,14,Substitute,,
1871,e3ew48s2n2ww8nudmdml1rwiy,cpqaizhc99tbsqm6h2cgampio,bgt4tm3lqv82d5dq1fc1rrrv9,S. Martínez,21,Substitute,,
1872,e3ew48s2n2ww8nudmdml1rwiy,cpqaizhc99tbsqm6h2cgampio,32g0zywt8s050noms9nhrsa21,D. Ovando,24,Substitute,,
1873,e3ew48s2n2ww8nudmdml1rwiy,cpqaizhc99tbsqm6h2cgampio,dfszhlsfxw23vqsihkwimmxgp,B. Palmezano,10,Substitute,,
1874,e3ew48s2n2ww8nudmdml1rwiy,cpqaizhc99tbsqm6h2cgampio,2mv48xbwjnyqclrsgn2oedtjp,J. Sánchez,9,Substitute,,
1875,e3ew48s2n2ww8nudmdml1rwiy,cpqaizhc99tbsqm6h2cgampio,18b0lbzeccm6jefc63gy7hx49,Y. Urra,1,Substitute,,
1876,e3ew48s2n2ww8nudmdml1rwiy,cpqaizhc99tbsqm6h2cgampio,6wx6czdlmupvciks7dg10e1ud,J. Verdugo,18,Substitute,,
1877,24fzxu33rwgqix85uex8t6iy2,1zsb1ovzidi8rft1vzw4me71m,1piamh5u5l0uyvo2eufrqyuhh,M. Viana,12,Goalkeeper,Centre,1
1878,24fzxu33rwgqix85uex8t6iy2,1zsb1ovzidi8rft1vzw4me71m,27z2ncy1j84v5t6ljjq6e2ml1,B. Cerezo,8,Defender,Left,3
1879,24fzxu33rwgqix85uex8t6iy2,1zsb1ovzidi8rft1vzw4me71m,3uvkerj8vqujwel6svh96skix,L. García,24,Defender,Left/Centre,6
1880,24fzxu33rwgqix85uex8t6iy2,1zsb1ovzidi8rft1vzw4me71m,djs4r9u5nbviznerynfnw7idx,E. Luna,19,Defender,Centre/Right,5
1881,24fzxu33rwgqix85uex8t6iy2,1zsb1ovzidi8rft1vzw4me71m,cgj4zia6o2z0a1kc5le49abc9,V. Retamal,18,Defender,Right,2
1882,24fzxu33rwgqix85uex8t6iy2,1zsb1ovzidi8rft1vzw4me71m,73okn4qlocjbye0e88m3gkez9,J. Miño,22,Defensive Midfielder,Centre,4
1883,24fzxu33rwgqix85uex8t6iy2,1zsb1ovzidi8rft1vzw4me71m,9iqpj7lr77dd0sfgffnv48w5x,M. Medel,21,Midfielder,Left,11
1884,24fzxu33rwgqix85uex8t6iy2,1zsb1ovzidi8rft1vzw4me71m,3aof100fuf3dycejkrnnm300l,F. Alarcón,5,Midfielder,Right,7
1885,24fzxu33rwgqix85uex8t6iy2,1zsb1ovzidi8rft1vzw4me71m,bckngmb2hloxry5zgkz6pqlm1,M. Marín,15,Attacking Midfielder,Centre,8
1886,24fzxu33rwgqix85uex8t6iy2,1zsb1ovzidi8rft1vzw4me71m,e9ku3q311eg5t8lrxfcof65m1,C. Rotondi,29,Striker,Left/Centre,9
1887,24fzxu33rwgqix85uex8t6iy2,1zsb1ovzidi8rft1vzw4me71m,9ynfb3x8vdydd82128cppk8gl,N. Canelón,11,Striker,Centre/Right,10
1888,24fzxu33rwgqix85uex8t6iy2,1zsb1ovzidi8rft1vzw4me71m,7ecbyibqvmdjcsj8gr9wq6cx5,M. Fernández,7,Substitute,,
1889,24fzxu33rwgqix85uex8t6iy2,1zsb1ovzidi8rft1vzw4me71m,b1717ufyw8ruaiv0mn7xxaort,C. Fuentes,1,Substitute,,
1890,24fzxu33rwgqix85uex8t6iy2,1zsb1ovzidi8rft1vzw4me71m,d62294a090thni11o2j4ni86h,E. García,17,Substitute,,
1891,24fzxu33rwgqix85uex8t6iy2,1zsb1ovzidi8rft1vzw4me71m,84dg7hl1lq8j7ln1enp7dopyi,D. Gónzalez,3,Substitute,,
1892,24fzxu33rwgqix85uex8t6iy2,1zsb1ovzidi8rft1vzw4me71m,cpmsu7m38ls4r9gjx2er8412i,A. Jara,30,Substitute,,
1893,24fzxu33rwgqix85uex8t6iy2,1zsb1ovzidi8rft1vzw4me71m,43uzvu32vwqn6it0vik43aiuh,G. Rojas,6,Substitute,,
1894,24fzxu33rwgqix85uex8t6iy2,1zsb1ovzidi8rft1vzw4me71m,9w3qxn0f749m7s464syh478x5,A. Valencia,16,Substitute,,
1895,24fzxu33rwgqix85uex8t6iy2,hfu6x1260h62zj7xl6cn95hx,bnzzn76w73gzjwoi4aep0kded,A. Martín,1,Goalkeeper,Centre,1
1896,24fzxu33rwgqix85uex8t6iy2,hfu6x1260h62zj7xl6cn95hx,156rs7mzlgizbt6swmpn9ybpx,É. Wiemberg,28,Defender,Left/Centre,4
1897,24fzxu33rwgqix85uex8t6iy2,hfu6x1260h62zj7xl6cn95hx,9t9zkfm9ko2ezs4ch46a0wgr9,S. García,2,Defender,Centre,5
1898,24fzxu33rwgqix85uex8t6iy2,hfu6x1260h62zj7xl6cn95hx,d3s4hail4zq1sc81e0gjr6nrp,C. Vilches,17,Defender,Centre/Right,6
1899,24fzxu33rwgqix85uex8t6iy2,hfu6x1260h62zj7xl6cn95hx,ds2e8nkmztnxtfi9hnnefl1m2,E. Valencia,5,Midfielder,Left,3
1900,24fzxu33rwgqix85uex8t6iy2,hfu6x1260h62zj7xl6cn95hx,cqukkxc9c4iowy3tydreue7rp,G. Castellani,8,Midfielder,Left/Centre,8
1901,24fzxu33rwgqix85uex8t6iy2,hfu6x1260h62zj7xl6cn95hx,rae3s1pvpumpihoremv2fb9x,F. Seymour,14,Midfielder,Centre,11
1902,24fzxu33rwgqix85uex8t6iy2,hfu6x1260h62zj7xl6cn95hx,bn04vhl78qfknkl5fk84rkuz9,J. Leiva,11,Midfielder,Centre/Right,7
1903,24fzxu33rwgqix85uex8t6iy2,hfu6x1260h62zj7xl6cn95hx,82ffef6lzygelxn9swn5pqzca,Y. Andía,6,Midfielder,Right,2
1904,24fzxu33rwgqix85uex8t6iy2,hfu6x1260h62zj7xl6cn95hx,9syjo8gdmcsdv5czc1e8w4xxx,N. Stefanelli,15,Striker,Left/Centre,9
1905,24fzxu33rwgqix85uex8t6iy2,hfu6x1260h62zj7xl6cn95hx,2061k6wctcwfxtmj6qcil42xh,A. Vilches,9,Striker,Centre/Right,10
1906,24fzxu33rwgqix85uex8t6iy2,hfu6x1260h62zj7xl6cn95hx,dg6d5kv2m8nlk1vgzgymejhed,F. Cordero,4,Substitute,,
1907,24fzxu33rwgqix85uex8t6iy2,hfu6x1260h62zj7xl6cn95hx,34mdtpwmrjwnkfzq02wx4lnje,C. Medina,31,Substitute,,
1908,24fzxu33rwgqix85uex8t6iy2,hfu6x1260h62zj7xl6cn95hx,11ksp0z05fplfny1g5zowxnf9,M. Navarrete,3,Substitute,,
1909,24fzxu33rwgqix85uex8t6iy2,hfu6x1260h62zj7xl6cn95hx,cb0h8bwynp5m7ijxiem6xtsyx,T. Rodríguez,10,Substitute,,
1910,24fzxu33rwgqix85uex8t6iy2,hfu6x1260h62zj7xl6cn95hx,6xuzuv8i0e3zym3m55rqkuifp,J. Romo,26,Substitute,,
1911,24fzxu33rwgqix85uex8t6iy2,hfu6x1260h62zj7xl6cn95hx,4qzt91tiriyndbjhaltykix91,M. Vargas,22,Substitute,,
1912,24fzxu33rwgqix85uex8t6iy2,hfu6x1260h62zj7xl6cn95hx,3v7tgph1d8cgw4sj3vhq9x3hl,J. Vargas,7,Substitute,,
1913,357wqv3701a2eyxu8may6xk6i,4y5xl8r1nkg1n9hnjzo53v8xk,9hghlys8dcbpm9ci5s0i3ixg5,G. Reyes,22,Goalkeeper,Centre,1
1914,357wqv3701a2eyxu8may6xk6i,4y5xl8r1nkg1n9hnjzo53v8xk,dzvs8zk8j4rgbda6thqtserfu,L. Díaz,13,Defender,Left,3
1915,357wqv3701a2eyxu8may6xk6i,4y5xl8r1nkg1n9hnjzo53v8xk,1qg7ahnsy82npoatncqdb5nf9,E. Godoy,4,Defender,Left/Centre,6
1916,357wqv3701a2eyxu8may6xk6i,4y5xl8r1nkg1n9hnjzo53v8xk,cp9yrxkhm7fsocyen7d7xwfrp,N. Correa,2,Defender,Centre/Right,5
1917,357wqv3701a2eyxu8may6xk6i,4y5xl8r1nkg1n9hnjzo53v8xk,1ugulgez2lig6zzhphceounyt,J. Abarca,23,Defender,Right,2
1918,357wqv3701a2eyxu8may6xk6i,4y5xl8r1nkg1n9hnjzo53v8xk,de4yoz1uwu3b99x2af0pw85bd,S. Ramírez,11,Midfielder,Left,11
1919,357wqv3701a2eyxu8may6xk6i,4y5xl8r1nkg1n9hnjzo53v8xk,aoob5p543hjjcc0bpljyqct7t,M. Lara,7,Midfielder,Left/Centre,8
1920,357wqv3701a2eyxu8may6xk6i,4y5xl8r1nkg1n9hnjzo53v8xk,hj91p5o7cbehtivvgeoswct1,A. Camargo,6,Midfielder,Centre/Right,4
1921,357wqv3701a2eyxu8may6xk6i,4y5xl8r1nkg1n9hnjzo53v8xk,atinp3f6pvlr59xf815nfcl49,A. Ramírez,14,Midfielder,Right,7
1922,357wqv3701a2eyxu8may6xk6i,4y5xl8r1nkg1n9hnjzo53v8xk,51mu62nt2yufzzi9qt45e3cnp,C. Waterman,10,Striker,Left/Centre,9
1923,357wqv3701a2eyxu8may6xk6i,4y5xl8r1nkg1n9hnjzo53v8xk,97gp4aptxwufrcjui83bp9qs5,G. Bueno,15,Striker,Centre/Right,10
1924,357wqv3701a2eyxu8may6xk6i,4y5xl8r1nkg1n9hnjzo53v8xk,7o1wgekbdpne9thpsdtr1kxqt,J. Abarzúa,19,Substitute,,
1925,357wqv3701a2eyxu8may6xk6i,4y5xl8r1nkg1n9hnjzo53v8xk,b8oyqqgqac7w1jhbtyl0qwvoq,J. Avilés,9,Substitute,,
1926,357wqv3701a2eyxu8may6xk6i,4y5xl8r1nkg1n9hnjzo53v8xk,eea4xou4t41cwkpuhj37wprrp,H. Cavero,18,Substitute,,
1927,357wqv3701a2eyxu8may6xk6i,4y5xl8r1nkg1n9hnjzo53v8xk,15s5544sklhidisn1dfnm77px,R. Leyton,1,Substitute,,
1928,357wqv3701a2eyxu8may6xk6i,4y5xl8r1nkg1n9hnjzo53v8xk,hecgc4xf70amx955e85gr4a2,C. Navarrete,3,Substitute,,
1929,357wqv3701a2eyxu8may6xk6i,4y5xl8r1nkg1n9hnjzo53v8xk,ezluhud7em2pqaxydptrd1gfe,F. Neira,24,Substitute,,
1930,357wqv3701a2eyxu8may6xk6i,4y5xl8r1nkg1n9hnjzo53v8xk,bpr09zrymecjypcxhk8q3du51,F. Portillo,20,Substitute,,
1931,357wqv3701a2eyxu8may6xk6i,1zsb1ovzidi8rft1vzw4me71m,1piamh5u5l0uyvo2eufrqyuhh,M. Viana,12,Goalkeeper,Centre,1
1932,357wqv3701a2eyxu8may6xk6i,1zsb1ovzidi8rft1vzw4me71m,27z2ncy1j84v5t6ljjq6e2ml1,B. Cerezo,8,Defender,Left/Centre,4
1933,357wqv3701a2eyxu8may6xk6i,1zsb1ovzidi8rft1vzw4me71m,3uvkerj8vqujwel6svh96skix,L. García,24,Defender,Centre,5
1934,357wqv3701a2eyxu8may6xk6i,1zsb1ovzidi8rft1vzw4me71m,7mts3f1166tdda55sokjyo05x,J. Soto,27,Defender,Centre/Right,6
1935,357wqv3701a2eyxu8may6xk6i,1zsb1ovzidi8rft1vzw4me71m,bckngmb2hloxry5zgkz6pqlm1,M. Marín,15,Midfielder,Left,3
1936,357wqv3701a2eyxu8may6xk6i,1zsb1ovzidi8rft1vzw4me71m,9iqpj7lr77dd0sfgffnv48w5x,M. Medel,21,Midfielder,Left/Centre,8
1937,357wqv3701a2eyxu8may6xk6i,1zsb1ovzidi8rft1vzw4me71m,73okn4qlocjbye0e88m3gkez9,J. Miño,22,Midfielder,Centre,11
1938,357wqv3701a2eyxu8may6xk6i,1zsb1ovzidi8rft1vzw4me71m,3aof100fuf3dycejkrnnm300l,F. Alarcón,5,Midfielder,Centre/Right,7
1939,357wqv3701a2eyxu8may6xk6i,1zsb1ovzidi8rft1vzw4me71m,7ecbyibqvmdjcsj8gr9wq6cx5,M. Fernández,7,Midfielder,Right,2
1940,357wqv3701a2eyxu8may6xk6i,1zsb1ovzidi8rft1vzw4me71m,9ynfb3x8vdydd82128cppk8gl,N. Canelón,11,Striker,Left/Centre,9
1941,357wqv3701a2eyxu8may6xk6i,1zsb1ovzidi8rft1vzw4me71m,2f5shtl4n0z0thj4h1sz13zrp,G. Lanaro,9,Striker,Centre/Right,10
1942,357wqv3701a2eyxu8may6xk6i,1zsb1ovzidi8rft1vzw4me71m,b1717ufyw8ruaiv0mn7xxaort,C. Fuentes,1,Substitute,,
1943,357wqv3701a2eyxu8may6xk6i,1zsb1ovzidi8rft1vzw4me71m,bvi7qxhjj54wje1qm709065ed,E. Gutiérrez,10,Substitute,,
1944,357wqv3701a2eyxu8may6xk6i,1zsb1ovzidi8rft1vzw4me71m,84dg7hl1lq8j7ln1enp7dopyi,D. Gónzalez,3,Substitute,,
1945,357wqv3701a2eyxu8may6xk6i,1zsb1ovzidi8rft1vzw4me71m,5bsb8lbo96gc6rjy7hdh3t4dm,A. Herrera,31,Substitute,,
1946,357wqv3701a2eyxu8may6xk6i,1zsb1ovzidi8rft1vzw4me71m,c0kwor5vc8avjmr9q2vds8pd6,J. León,28,Substitute,,
1947,357wqv3701a2eyxu8may6xk6i,1zsb1ovzidi8rft1vzw4me71m,cgj4zia6o2z0a1kc5le49abc9,V. Retamal,18,Substitute,,
1948,357wqv3701a2eyxu8may6xk6i,1zsb1ovzidi8rft1vzw4me71m,e9ku3q311eg5t8lrxfcof65m1,C. Rotondi,29,Substitute,,
1949,35pyyyy6avswfe0hr2d22584q,eizgmllil1zrzpk6zbue0hl7m,df3p9w665rjooxri8t1d0lfbp,L. Requena,22,Goalkeeper,Centre,1
1950,35pyyyy6avswfe0hr2d22584q,eizgmllil1zrzpk6zbue0hl7m,4rq5t22hdh69nxztwxsr8dfpx,Marcelo Jorquera,7,Defender,Left,3
1951,35pyyyy6avswfe0hr2d22584q,eizgmllil1zrzpk6zbue0hl7m,aoa2cqk79rtkevrzz2x5h0m39,Rodolfo González,5,Defender,Left/Centre,6
1952,35pyyyy6avswfe0hr2d22584q,eizgmllil1zrzpk6zbue0hl7m,20nlgsq16kafx50t43fgp8r85,A. Coronel,4,Defender,Centre/Right,5
1953,35pyyyy6avswfe0hr2d22584q,eizgmllil1zrzpk6zbue0hl7m,798gqeok40rm73beb28rxvmui,M. Filla,2,Defender,Right,2
1954,35pyyyy6avswfe0hr2d22584q,eizgmllil1zrzpk6zbue0hl7m,tmtl77kc0cgx2e95tjq6c86i,C. Mesías,13,Defensive Midfielder,Left/Centre,4
1955,35pyyyy6avswfe0hr2d22584q,eizgmllil1zrzpk6zbue0hl7m,3xfqyb7n91x9qpsvjyj1ih785,S. Silva,26,Defensive Midfielder,Centre/Right,8
1956,35pyyyy6avswfe0hr2d22584q,eizgmllil1zrzpk6zbue0hl7m,7oqj9f7v7ev94cll5wq1u2h1x,J. Gaete,18,Attacking Midfielder,Left,11
1957,35pyyyy6avswfe0hr2d22584q,eizgmllil1zrzpk6zbue0hl7m,sq3mptpiqr5b85q0jiw12nkl,M. Cañete,10,Attacking Midfielder,Centre,10
1958,35pyyyy6avswfe0hr2d22584q,eizgmllil1zrzpk6zbue0hl7m,1g6y7lzdke2q8yuaq3nogtvit,R. Gamarra,6,Attacking Midfielder,Right,7
1959,35pyyyy6avswfe0hr2d22584q,eizgmllil1zrzpk6zbue0hl7m,8jiug6aq1plhdoc07u3fem6l1,S. Varas,14,Striker,Centre,9
1960,35pyyyy6avswfe0hr2d22584q,eizgmllil1zrzpk6zbue0hl7m,6pgbp0zc89px2orgonrjtrpey,P. Cárdenas,27,Substitute,,
1961,35pyyyy6avswfe0hr2d22584q,eizgmllil1zrzpk6zbue0hl7m,amy1rmsc4xk6p78a8utq2j74l,J. Deschamps,1,Substitute,,
1962,35pyyyy6avswfe0hr2d22584q,eizgmllil1zrzpk6zbue0hl7m,3893inqanep5u2ivre7qo33kl,J. Gutiérrez,8,Substitute,,
1963,35pyyyy6avswfe0hr2d22584q,eizgmllil1zrzpk6zbue0hl7m,bejytm4vbwd22kv0kosy0hd5h,A. Murialdo,9,Substitute,,
1964,35pyyyy6avswfe0hr2d22584q,eizgmllil1zrzpk6zbue0hl7m,ez9qzp0qsvuoml9wjnq96lzsa,L. Portilla,24,Substitute,,
1965,35pyyyy6avswfe0hr2d22584q,eizgmllil1zrzpk6zbue0hl7m,c487t25grh1jsxb0u61581jh1,F. Ragusa,20,Substitute,,
1966,35pyyyy6avswfe0hr2d22584q,eizgmllil1zrzpk6zbue0hl7m,3gl531k6v6qumpxb5tp17nxlh,F. Reynero,11,Substitute,,
1967,35pyyyy6avswfe0hr2d22584q,ehsvy9m92bp6ktgoy6pwv8rdm,5a1jlrtl6pezuwkzcm40ab179,B. Cortés,1,Goalkeeper,Centre,1
1968,35pyyyy6avswfe0hr2d22584q,ehsvy9m92bp6ktgoy6pwv8rdm,4atdou0euxyvhyfr005wadr6d,R. De La Fuente,19,Defender,Left,3
1969,35pyyyy6avswfe0hr2d22584q,ehsvy9m92bp6ktgoy6pwv8rdm,7n849c9llm9q8vtnp2hmoqw2d,J. Insaurralde,6,Defender,Left/Centre,6
1970,35pyyyy6avswfe0hr2d22584q,ehsvy9m92bp6ktgoy6pwv8rdm,atheibripyjr0rr4zn3klkzbp,J. Barroso,5,Defender,Centre/Right,5
1971,35pyyyy6avswfe0hr2d22584q,ehsvy9m92bp6ktgoy6pwv8rdm,1qjttb6sdzmo310b3g8yxqhn9,Ó. Opazo,16,Defender,Right,2
1972,35pyyyy6avswfe0hr2d22584q,ehsvy9m92bp6ktgoy6pwv8rdm,b731wmwywtvh06w07xz34qpqt,C. Carmona,29,Defensive Midfielder,Left/Centre,4
1973,35pyyyy6avswfe0hr2d22584q,ehsvy9m92bp6ktgoy6pwv8rdm,1vnhvlo2z3vzdmy5s5cjl7qvp,C. Fuentes,24,Defensive Midfielder,Centre/Right,8
1974,35pyyyy6avswfe0hr2d22584q,ehsvy9m92bp6ktgoy6pwv8rdm,dxtv4idhrzxkw9dxp3fytfpp1,B. Vejar,23,Attacking Midfielder,Left,11
1975,35pyyyy6avswfe0hr2d22584q,ehsvy9m92bp6ktgoy6pwv8rdm,abzf358c7vw4vhw5ad819t9zp,L. Valencia,10,Attacking Midfielder,Centre,10
1976,35pyyyy6avswfe0hr2d22584q,ehsvy9m92bp6ktgoy6pwv8rdm,8tkbjriwyv726522f10tyt1w5,M. Bolados,11,Attacking Midfielder,Right,7
1977,35pyyyy6avswfe0hr2d22584q,ehsvy9m92bp6ktgoy6pwv8rdm,2ir7ctowdenj07bq50l20wq8l,J. Parraguez,9,Striker,Centre,9
1978,35pyyyy6avswfe0hr2d22584q,ehsvy9m92bp6ktgoy6pwv8rdm,6dxsdgtdm4paxhbh7jsi2d1ey,W. Alarcón,3,Substitute,,
1979,35pyyyy6avswfe0hr2d22584q,ehsvy9m92bp6ktgoy6pwv8rdm,2v1gnc16lhwfsr26o8b10czfu,L. Arriagada,32,Substitute,,
1980,35pyyyy6avswfe0hr2d22584q,ehsvy9m92bp6ktgoy6pwv8rdm,1jh74cxv1fis332qfdchysyqd,F. Campos,28,Substitute,,
1981,35pyyyy6avswfe0hr2d22584q,ehsvy9m92bp6ktgoy6pwv8rdm,diauyo66kudxbolux358mjhed,M. Fernández,14,Substitute,,
1982,35pyyyy6avswfe0hr2d22584q,ehsvy9m92bp6ktgoy6pwv8rdm,drz07oqwrot4amw308ykk3c9h,M. Pinto,12,Substitute,,
1983,35pyyyy6avswfe0hr2d22584q,ehsvy9m92bp6ktgoy6pwv8rdm,2pvxu1njn98w26idcbacr6j1l,B. Provoste,27,Substitute,,
1984,35pyyyy6avswfe0hr2d22584q,ehsvy9m92bp6ktgoy6pwv8rdm,aimgpr86xs6553faasfh0rwfd,C. Villanueva,26,Substitute,,
1985,e2zam7sz5vcc1i3oj32383uqy,8rpjhpm2j1q7p40zfmlqpj8am,9h6xf4ac4rpsjpummcdx26z9,A. Batalla,13,Goalkeeper,Centre,1
1986,e2zam7sz5vcc1i3oj32383uqy,8rpjhpm2j1q7p40zfmlqpj8am,27ng8lwfdgoymw9al0pdz70et,R. Cereceda,17,Defender,Left,3
1987,e2zam7sz5vcc1i3oj32383uqy,8rpjhpm2j1q7p40zfmlqpj8am,150w18iw8ozp5t8ehyf0zu4et,B. Torrealba,23,Defender,Left/Centre,6
1988,e2zam7sz5vcc1i3oj32383uqy,8rpjhpm2j1q7p40zfmlqpj8am,c3jg0t5sdw0x60ur19s5s899l,D. González,4,Defender,Centre/Right,5
1989,e2zam7sz5vcc1i3oj32383uqy,8rpjhpm2j1q7p40zfmlqpj8am,dl9rbby2kq3ksfr66ce122oyx,M. González,27,Defender,Right,2
1990,e2zam7sz5vcc1i3oj32383uqy,8rpjhpm2j1q7p40zfmlqpj8am,b9b44wsl4d24yps6luijnhgix,T. Alarcón,2,Defensive Midfielder,Left/Centre,4
1991,e2zam7sz5vcc1i3oj32383uqy,8rpjhpm2j1q7p40zfmlqpj8am,bz9m6jlnvzlngtrn7e8w9av2t,G. Navarrete,18,Defensive Midfielder,Centre/Right,8
1992,e2zam7sz5vcc1i3oj32383uqy,8rpjhpm2j1q7p40zfmlqpj8am,5i754yz270ysvlhywqor380r9,J. Muñoz,7,Attacking Midfielder,Left,11
1993,e2zam7sz5vcc1i3oj32383uqy,8rpjhpm2j1q7p40zfmlqpj8am,4lavermlnoyl8wqjkwpx5uytx,R. Fernández,10,Attacking Midfielder,Centre,10
1994,e2zam7sz5vcc1i3oj32383uqy,8rpjhpm2j1q7p40zfmlqpj8am,95pzzekgfm9589ip2fomr3lxx,F. Castro,11,Attacking Midfielder,Right,7
1995,e2zam7sz5vcc1i3oj32383uqy,8rpjhpm2j1q7p40zfmlqpj8am,50pzs8ih772n4u1dvuquf05w5,R. Gutiérrez,22,Striker,Centre,9
1996,e2zam7sz5vcc1i3oj32383uqy,8rpjhpm2j1q7p40zfmlqpj8am,2wdelc2e5oc4usb03p86ztwid,F. Arancibia,28,Substitute,,
1997,e2zam7sz5vcc1i3oj32383uqy,8rpjhpm2j1q7p40zfmlqpj8am,be2kgk4nuajpwjrbvr2v0xhey,D. González,14,Substitute,,
1998,e2zam7sz5vcc1i3oj32383uqy,8rpjhpm2j1q7p40zfmlqpj8am,248uds9v4rrmkynvv2192hadx,G. Gotti,9,Substitute,,
1999,e2zam7sz5vcc1i3oj32383uqy,8rpjhpm2j1q7p40zfmlqpj8am,ea0e11ky6morei5ajpeamfwmh,M. Meneses,19,Substitute,,
2000,e2zam7sz5vcc1i3oj32383uqy,8rpjhpm2j1q7p40zfmlqpj8am,9nxmmw0kajghn6cnmn9isr504,P. Romero,33,Substitute,,
2001,e2zam7sz5vcc1i3oj32383uqy,8rpjhpm2j1q7p40zfmlqpj8am,4rf8lr9ebnebwviw3spv6iyg9,M. Sepúlveda,20,Substitute,,
2002,e2zam7sz5vcc1i3oj32383uqy,8rpjhpm2j1q7p40zfmlqpj8am,51xevz7yuqq9hdgl4ekrspbzd,L. Ureta,16,Substitute,,
2003,e2zam7sz5vcc1i3oj32383uqy,9dqkgu00tn42928lrrxlis95a,8jrdmj8hp525w0ufsck4eshcl,J. Herrera,25,Goalkeeper,Centre,1
2004,e2zam7sz5vcc1i3oj32383uqy,9dqkgu00tn42928lrrxlis95a,adl28qm975eh8twc47xds7845,D. Zúñiga,28,Defender,Left,3
2005,e2zam7sz5vcc1i3oj32383uqy,9dqkgu00tn42928lrrxlis95a,gy2us7bvt80iil2vmzdmxrrp,C. Suarez,13,Defender,Left/Centre,6
2006,e2zam7sz5vcc1i3oj32383uqy,9dqkgu00tn42928lrrxlis95a,d9ns2ltj5nu2ysl23zf10o7ze,S. Pereira,26,Defender,Centre/Right,5
2007,e2zam7sz5vcc1i3oj32383uqy,9dqkgu00tn42928lrrxlis95a,cjmai4tgydff5g6ykyrclt8et,B. San Juan,4,Defender,Right,2
2008,e2zam7sz5vcc1i3oj32383uqy,9dqkgu00tn42928lrrxlis95a,5yjiqgdcnka7bm1i4dknxvq0a,B. Rivera,2,Defensive Midfielder,Centre,4
2009,e2zam7sz5vcc1i3oj32383uqy,9dqkgu00tn42928lrrxlis95a,1z0ee5hxms409lpw0xysut3h1,Á. Madrid,6,Midfielder,Left,11
